decision_id,workflow_id,ts,decision_type,actor_type,actor_name,actor_version,objective,input_facts,evidence_refs,evidence_freshness_days,groundedness_score,options_evaluated,selected_action,selection_basis,confidence,policy_evaluations,authority,tool_action,business_outcome,owner,risk_tier
DEC-20260601-0820ae,0820ae1b-0f2f-45fa-932c-fa23e9d5e29f,2026-06-01T06:27:30+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 327.96, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 25, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:4991""]",34,0.584,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.57,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-42""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 327.96}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-8e5b26,8e5b261b-c3a5-4cc7-8f8b-4f088ab48f5a,2026-06-01T02:50:27+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 381.25, ""customer_tier"": ""standard"", ""claim_age_days"": 17, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:7455""]",39,0.917,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.917""]",0.88,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-63""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-c16129,c1612938-98fb-4d9e-9538-6b1026dc5395,2026-06-01T10:33:46+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 116.34, ""customer_tier"": ""standard"", ""claim_age_days"": 34, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:7738""]",7,0.803,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.81,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-386""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-af2f5e,af2f5e66-ccd0-48e7-bcc2-df7b56bf25f9,2026-06-01T14:13:11+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 115.22, ""customer_tier"": ""standard"", ""claim_age_days"": 34, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:4909""]",19,0.929,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=True""]",0.91,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-83""}","{""tool"": ""refund_issue"", ""result"": ""error""}","{""outcome"": ""resolved"", ""amount"": 115.22}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-6006a8,6006a819-ca54-4079-b06d-85e19db150a5,2026-06-01T21:09:00+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 330.2, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 25, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:3851""]",2,0.63,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.63""]",0.61,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-27""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260601-947184,947184ca-767c-4c8c-83da-959bf24cd2fd,2026-06-01T07:54:27+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 407.73, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 21, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:3097""]",1,0.721,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.71,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-36""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 407.73}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-86438e,86438ecf-ad0e-4feb-844a-f1eb72a93acf,2026-06-01T03:15:42+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 457.03, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 23, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:5277""]",20,0.507,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.507""]",0.48,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-62""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-c9c2f4,c9c2f47c-005e-4a89-91f5-5b726f7f89b5,2026-06-01T03:56:58+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 71.22, ""customer_tier"": ""standard"", ""claim_age_days"": 28, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:7915""]",22,0.836,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.85,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-85""}","{""tool"": ""refund_issue"", ""result"": ""error""}","{""outcome"": ""failed"", ""amount"": 71.22}",Product Owner + Responsible AI/Risk,high
DEC-20260601-86e367,86e36766-bf09-4596-b30d-82783c5e790e,2026-06-01T21:32:56+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 84.62, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 28, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:2502""]",5,0.717,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.68,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-35""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 84.62}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-ba57dc,ba57dcc1-bf0a-44ba-a7a4-ccf765e9b1cb,2026-06-01T18:24:57+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 395.28, ""customer_tier"": ""standard"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:9992""]",19,0.777,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.78,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-66""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 395.28}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-0febe9,0febe950-0ec4-4789-8d6b-6deb6b1d2f4e,2026-06-01T06:14:37+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 394.72, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 33, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:7973""]",43,0.955,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.955""]",0.97,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-81""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-5b476c,5b476ce1-e6a2-412a-83df-d744d5e747df,2026-06-01T06:14:02+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 341.96, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 27, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:3041""]",0,0.712,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""order_value_above_auto_limit=True"", ""requires_human_judgement""]",0.7,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-346""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-e3f3d9,e3f3d9dd-675e-44ef-8a93-32750585338a,2026-06-01T08:39:27+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 163.74, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 29, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:1067""]",8,0.759,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.759""]",0.75,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-40""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-88f697,88f6972a-5830-4c1a-83d1-0b6f59c553be,2026-06-01T08:44:10+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 306.23, ""customer_tier"": ""standard"", ""claim_age_days"": 28, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:7167""]",2,0.559,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.559""]",0.53,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-21""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260601-be6903,be69036d-bcce-4cf8-82b8-df9a6e7ffea1,2026-06-01T02:55:33+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 427.65, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 9, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:4298""]",23,0.565,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.565""]",0.57,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-74""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-6a4b88,6a4b888a-9f25-44b6-9b69-b723f70755a2,2026-06-01T05:18:57+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 134.27, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 16, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:2994""]",4,0.672,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.672""]",0.66,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-85""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-e38d13,e38d13f1-520a-4918-b2e9-cbe20dbe83c7,2026-06-01T02:36:53+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 412.45, ""customer_tier"": ""standard"", ""claim_age_days"": 39, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:6362""]",9,0.609,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=False""]",0.59,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-48""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 412.45}",Product Owner + Responsible AI/Risk,medium
DEC-20260601-645b9f,645b9f8f-55cc-4687-a7b5-c2fd53d6790a,2026-06-01T17:37:03+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 476.9, ""customer_tier"": ""standard"", ""claim_age_days"": 9, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:4674""]",26,0.634,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.634""]",0.6,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-51""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-b62823,b62823b7-4eed-4934-a4c8-63f15396dc9e,2026-06-01T14:38:17+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 388.98, ""customer_tier"": ""standard"", ""claim_age_days"": 9, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:5257""]",14,0.563,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.563""]",0.57,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-11""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-3e7a42,3e7a424f-2615-4a56-9bf3-2e7a55920c4b,2026-06-01T19:14:30+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 276.46, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 12, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:4542""]",23,0.737,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.737""]",0.74,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-87""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-4d6d50,4d6d50f0-480b-42ee-8e06-50b4d524ad4e,2026-06-01T16:15:11+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 355.53, ""customer_tier"": ""standard"", ""claim_age_days"": 1, ""channel"": ""ivr_handoff""}","[""returns_policy_kb"", ""returns_policy_kb:7234""]",38,0.768,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.768""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-37""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-93b34a,93b34a7b-61bf-4733-ac75-2afccbed47a8,2026-06-01T13:10:08+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 377.61, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 1, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:2208""]",43,0.811,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.811""]",0.83,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-92""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-253d10,253d107b-7652-4ed9-92e4-e0b72b7144cc,2026-06-01T03:29:19+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 381.19, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 21, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:3589""]",42,0.623,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.623""]",0.59,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-88""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-92e558,92e5583d-9a19-48ce-acdb-d6566421c573,2026-06-01T15:46:25+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 110.33, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:5747""]",15,0.628,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.61,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-21""}","{""tool"": ""refund_issue"", ""result"": ""error""}","{""outcome"": ""failed"", ""amount"": 110.33}",Product Owner + Responsible AI/Risk,high
DEC-20260601-2408a7,2408a729-3b18-41cd-8dff-bf358bf53fdf,2026-06-01T19:21:20+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 270.03, ""customer_tier"": ""standard"", ""claim_age_days"": 36, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:7947""]",28,0.715,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.715""]",0.72,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-23""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260601-3925bb,3925bbee-18c0-47c4-b71f-0db922e9d0e3,2026-06-01T02:56:34+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 342.31, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 30, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:3591""]",35,0.519,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.519""]",0.52,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-43""}","{""tool"": ""loyalty_credit"", ""result"": ""error""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-c0d6dd,c0d6dd62-dd79-4f6b-830e-0fd492170bb2,2026-06-01T04:01:05+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 89.81, ""customer_tier"": ""standard"", ""claim_age_days"": 40, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:9744""]",10,0.909,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.909""]",0.88,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-29""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-209395,2093950a-f909-4a5f-8974-164734814c92,2026-06-01T01:29:59+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 313.25, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 33, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:1946""]",40,0.782,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.782""]",0.79,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-50""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-25a99d,25a99da2-a161-4e31-ae23-c949d32643a1,2026-06-01T19:54:14+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 370.48, ""customer_tier"": ""standard"", ""claim_age_days"": 1, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:1311""]",37,0.92,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.91,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-432""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260601-494faf,494faff7-7484-41b9-8743-422515b53305,2026-06-01T00:40:27+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 30.6, ""customer_tier"": ""standard"", ""claim_age_days"": 23, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:6089""]",33,0.693,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.66,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-54""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 30.6}",Product Owner + Responsible AI/Risk,medium
